,label,score,trial
31,0,-1.1602777242660522,id10270/x6uYqmx31kE/00004.wav id10286/isKyMAYUOgg/00012.wav
32,1,-0.7152998447418213,id10270/x6uYqmx31kE/00005.wav id10270/8jEAjG6SegY/00026.wav
33,0,-1.4043141603469849,id10270/x6uYqmx31kE/00005.wav id10278/LVXvQzNatXI/00001.wav
34,1,-0.6398919224739075,id10270/x6uYqmx31kE/00005.wav id10270/5r0dWxy17C8/00024.wav
35,0,-1.3523086309432983,id10270/x6uYqmx31kE/00005.wav id10295/3tvnlmkCiTw/00008.wav
36,1,-0.7644228339195251,id10270/x6uYqmx31kE/00005.wav id10270/8jEAjG6SegY/00035.wav
37,0,-1.0428661108016968,id10270/x6uYqmx31kE/00005.wav id10303/R5JGtwc4o1M/00005.wav
38,1,-0.7429412007331848,id10270/x6uYqmx31kE/00005.wav id10270/OXdd7Gmluts/00003.wav
39,0,-1.2803459167480469,id10270/x6uYqmx31kE/00005.wav id10281/NHARUN9OhSo/00002.wav
40,1,-0.6962555050849915,id10270/5r0dWxy17C8/00001.wav id10270/8jEAjG6SegY/00027.wav
41,0,-1.2160030603408813,id10270/5r0dWxy17C8/00001.wav id10292/gm6PJowclv0/00027.wav
42,1,-0.7258161306381226,id10270/5r0dWxy17C8/00001.wav id10270/5r0dWxy17C8/00022.wav
43,0,-1.2536413669586182,id10270/5r0dWxy17C8/00001.wav id10272/wb6ligRbbZ4/00001.wav
44,1,-0.7055648565292358,id10270/5r0dWxy17C8/00001.wav id10270/8jEAjG6SegY/00012.wav
45,0,-1.3497525453567505,id10270/5r0dWxy17C8/00001.wav id10302/WAbHmvQ9zME/00006.wav
46,1,-0.6427505016326904,id10270/5r0dWxy17C8/00001.wav id10270/8jEAjG6SegY/00030.wav
47,0,-1.3771040439605713,id10270/5r0dWxy17C8/00001.wav id10309/0cYFdtyWVds/00002.wav
48,1,-0.6746684908866882,id10270/5r0dWxy17C8/00002.wav id10270/8jEAjG6SegY/00018.wav
49,0,-0.9717656970024109,id10270/5r0dWxy17C8/00002.wav id10307/yUv37vQWmzE/00014.wav
50,1,-0.6995675563812256,id10270/5r0dWxy17C8/00002.wav id10270/GWXujl-xAVM/00044.wav
51,0,-1.406140923500061,id10270/5r0dWxy17C8/00002.wav id10309/e-IdJ8a4gy4/00009.wav
52,1,-0.6952084898948669,id10270/5r0dWxy17C8/00002.wav id10270/8jEAjG6SegY/00035.wav
53,0,-1.325593113899231,id10270/5r0dWxy17C8/00002.wav id10273/hW0Q6eHqN-U/00003.wav
54,1,-0.8599313497543335,id10270/5r0dWxy17C8/00002.wav id10270/8jEAjG6SegY/00027.wav
55,0,-1.3093281984329224,id10270/5r0dWxy17C8/00002.wav id10283/vaK4t1-WD4M/00017.wav
56,1,-0.8752018809318542,id10270/5r0dWxy17C8/00003.wav id10270/GWXujl-xAVM/00024.wav
57,0,-1.4296461343765259,id10270/5r0dWxy17C8/00003.wav id10273/prqT1CcDqMc/00020.wav
58,1,-0.5873567461967468,id10270/5r0dWxy17C8/00003.wav id10270/5r0dWxy17C8/00026.wav
59,0,-1.3612914085388184,id10270/5r0dWxy17C8/00003.wav id10273/58VB-LYIoRM/00002.wav
60,1,-0.7293187975883484,id10270/5r0dWxy17C8/00003.wav id10270/GWXujl-xAVM/00006.wav
61,0,-1.304887294769287,id10270/5r0dWxy17C8/00003.wav id10278/DSGE2F5sTcg/00002.wav
62,1,-0.6982733011245728,id10270/5r0dWxy17C8/00003.wav id10270/8jEAjG6SegY/00033.wav
63,0,-1.2372063398361206,id10270/5r0dWxy17C8/00003.wav id10286/isKyMAYUOgg/00006.wav
64,1,-0.6672777533531189,id10270/5r0dWxy17C8/00004.wav id10270/5r0dWxy17C8/00022.wav
65,0,-1.1561288833618164,id10270/5r0dWxy17C8/00004.wav id10281/dX8RBKI2FKc/00001.wav
66,1,-0.6272410154342651,id10270/5r0dWxy17C8/00004.wav id10270/5r0dWxy17C8/00010.wav
67,0,-1.272650122642517,id10270/5r0dWxy17C8/00004.wav id10298/VHtcwtdPjpE/00002.wav
68,1,-0.6475691199302673,id10270/5r0dWxy17C8/00004.wav id10270/5r0dWxy17C8/00024.wav
69,0,-1.293016791343689,id10270/5r0dWxy17C8/00004.wav id10282/nYsLbFOQfOI/00002.wav
70,1,-0.9152721166610718,id10270/5r0dWxy17C8/00004.wav id10270/GWXujl-xAVM/00021.wav
71,0,-1.3032760620117188,id10270/5r0dWxy17C8/00004.wav id10283/vaK4t1-WD4M/00028.wav
72,1,-0.638399064540863,id10270/5r0dWxy17C8/00005.wav id10270/8jEAjG6SegY/00001.wav
73,0,-1.1878929138183594,id10270/5r0dWxy17C8/00005.wav id10306/C3AhSlYJd3w/00005.wav
74,1,-0.6903886198997498,id10270/5r0dWxy17C8/00005.wav id10270/8jEAjG6SegY/00019.wav
75,0,-1.3721171617507935,id10270/5r0dWxy17C8/00005.wav id10273/prqT1CcDqMc/00012.wav
76,1,-0.8427150845527649,id10270/5r0dWxy17C8/00005.wav id10270/8jEAjG6SegY/00008.wav
77,0,-1.272005558013916,id10270/5r0dWxy17C8/00005.wav id10292/3kzw8lTcUBU/00028.wav
78,1,-0.8363012671470642,id10270/5r0dWxy17C8/00005.wav id10270/8jEAjG6SegY/00032.wav
79,0,-1.4080368280410767,id10270/5r0dWxy17C8/00005.wav id10295/nt7dNRvlEHE/00004.wav
80,1,-0.8290970325469971,id10270/5r0dWxy17C8/00006.wav id10270/GWXujl-xAVM/00033.wav
81,0,-1.2903358936309814,id10270/5r0dWxy17C8/00006.wav id10292/aVmHBUeThTQ/00001.wav
82,1,-0.7459296584129333,id10270/5r0dWxy17C8/00006.wav id10270/OXdd7Gmluts/00002.wav
83,0,-1.286458134651184,id10270/5r0dWxy17C8/00006.wav id10276/AeZoMAJ4Ejs/00007.wav
84,1,-0.8799399733543396,id10270/5r0dWxy17C8/00006.wav id10270/8jEAjG6SegY/00027.wav
85,0,-1.2784050703048706,id10270/5r0dWxy17C8/00006.wav id10286/isKyMAYUOgg/00007.wav
86,1,-0.6953676342964172,id10270/5r0dWxy17C8/00006.wav id10270/5r0dWxy17C8/00010.wav
87,0,-1.3751164674758911,id10270/5r0dWxy17C8/00006.wav id10293/rZQMeH1FCvM/00008.wav
88,1,-0.6673470139503479,id10270/5r0dWxy17C8/00007.wav id10270/5r0dWxy17C8/00027.wav
89,0,-1.2175593376159668,id10270/5r0dWxy17C8/00007.wav id10281/WUg4pRp5_Co/00001.wav
90,1,-0.7134371399879456,id10270/5r0dWxy17C8/00007.wav id10270/5r0dWxy17C8/00009.wav
91,0,-1.4019259214401245,id10270/5r0dWxy17C8/00007.wav id10295/3tvnlmkCiTw/00011.wav
92,1,-0.7245067358016968,id10270/5r0dWxy17C8/00007.wav id10270/5r0dWxy17C8/00017.wav
93,0,-0.9488170146942139,id10270/5r0dWxy17C8/00007.wav id10308/ygGJs_Rh7ds/00002.wav
94,1,-0.7969968914985657,id10270/5r0dWxy17C8/00007.wav id10270/GWXujl-xAVM/00008.wav
95,0,-1.2675777673721313,id10270/5r0dWxy17C8/00007.wav id10290/fVOTAQKIfY4/00002.wav
96,1,-0.893263578414917,id10270/5r0dWxy17C8/00008.wav id10270/GWXujl-xAVM/00012.wav
97,0,-1.192287802696228,id10270/5r0dWxy17C8/00008.wav id10298/DWT9P35cXT4/00007.wav
98,1,-0.9588156342506409,id10270/5r0dWxy17C8/00008.wav id10270/OhfKF8FSq3Y/00001.wav
99,0,-1.3979599475860596,id10270/5r0dWxy17C8/00008.wav id10296/LUFoMNPpdbY/00007.wav
100,1,-0.7480518817901611,id10270/5r0dWxy17C8/00008.wav id10270/8jEAjG6SegY/00019.wav
101,0,-1.431082010269165,id10270/5r0dWxy17C8/00008.wav id10276/YloBWJxXzMI/00013.wav
102,1,-0.8711960315704346,id10270/5r0dWxy17C8/00008.wav id10270/zjwijMp0Qyw/00001.wav
103,0,-1.3279205560684204,id10270/5r0dWxy17C8/00008.wav id10271/EOQXxK1whgU/00003.wav
104,1,-0.9386425614356995,id10270/5r0dWxy17C8/00009.wav id10270/x6uYqmx31kE/00003.wav
105,0,-1.342881441116333,id10270/5r0dWxy17C8/00009.wav id10305/nJbBcMdxQU4/00006.wav
106,1,-0.8380284309387207,id10270/5r0dWxy17C8/00009.wav id10270/8jEAjG6SegY/00037.wav
107,0,-1.2967181205749512,id10270/5r0dWxy17C8/00009.wav id10273/eLl_yTeuaKo/00024.wav
108,1,-0.857743501663208,id10270/5r0dWxy17C8/00009.wav id10270/GWXujl-xAVM/00032.wav
109,0,-1.2856478691101074,id10270/5r0dWxy17C8/00009.wav id10294/JUyxHgPHR-s/00002.wav
110,1,-1.0193835496902466,id10270/5r0dWxy17C8/00009.wav id10270/GWXujl-xAVM/00028.wav
111,0,-1.2852250337600708,id10270/5r0dWxy17C8/00009.wav id10277/tbh20gz_KRA/00011.wav
112,1,-0.7598413825035095,id10270/5r0dWxy17C8/00010.wav id10270/GWXujl-xAVM/00015.wav
113,0,-1.3429582118988037,id10270/5r0dWxy17C8/00010.wav id10300/ize_eiCFEg0/00007.wav
114,1,-0.8385427594184875,id10270/5r0dWxy17C8/00010.wav id10270/OhfKF8FSq3Y/00003.wav
115,0,-1.1179859638214111,id10270/5r0dWxy17C8/00010.wav id10281/RDFdX3VxjUQ/00008.wav
116,1,-0.8896617889404297,id10270/5r0dWxy17C8/00010.wav id10270/GWXujl-xAVM/00013.wav
117,0,-1.3614872694015503,id10270/5r0dWxy17C8/00010.wav id10302/VRCidrXwd1s/00020.wav
118,1,-0.695539653301239,id10270/5r0dWxy17C8/00010.wav id10270/OhfKF8FSq3Y/00005.wav
119,0,-1.3901110887527466,id10270/5r0dWxy17C8/00010.wav id10305/19OCRADWjgA/00006.wav
120,1,-0.8642354011535645,id10270/5r0dWxy17C8/00011.wav id10270/OhfKF8FSq3Y/00002.wav
121,0,-1.1171725988388062,id10270/5r0dWxy17C8/00011.wav id10287/RfDogGJ-UnM/00002.wav
122,1,-0.8900682330131531,id10270/5r0dWxy17C8/00011.wav id10270/GWXujl-xAVM/00007.wav
123,0,-1.1723484992980957,id10270/5r0dWxy17C8/00011.wav id10307/ZNT2uhs3jF4/00001.wav
124,1,-0.8061027526855469,id10270/5r0dWxy17C8/00011.wav id10270/8jEAjG6SegY/00032.wav
125,0,-1.3115757703781128,id10270/5r0dWxy17C8/00011.wav id10309/3qX7bbJ17lY/00001.wav
126,1,-0.8046762943267822,id10270/5r0dWxy17C8/00011.wav id10270/8jEAjG6SegY/00035.wav
127,0,-1.4622570276260376,id10270/5r0dWxy17C8/00011.wav id10276/YloBWJxXzMI/00003.wav
128,1,-0.5481424927711487,id10270/5r0dWxy17C8/00012.wav id10270/8jEAjG6SegY/00004.wav
129,0,-1.0957210063934326,id10270/5r0dWxy17C8/00012.wav id10306/C3AhSlYJd3w/00007.wav
130,1,-0.7180789709091187,id10270/5r0dWxy17C8/00012.wav id10270/GWXujl-xAVM/00053.wav
131,0,-1.3435311317443848,id10270/5r0dWxy17C8/00012.wav id10300/8EDKH42GZ1o/00027.wav
132,1,-0.6723825335502625,id10270/5r0dWxy17C8/00012.wav id10270/GWXujl-xAVM/00027.wav
133,0,-1.4285337924957275,id10270/5r0dWxy17C8/00012.wav id10274/L9q6XabEpEI/00007.wav
134,1,-0.6163473725318909,id10270/5r0dWxy17C8/00012.wav id10270/OmSWVqpb-N0/00001.wav
135,0,-1.1846121549606323,id10270/5r0dWxy17C8/00012.wav id10282/Zbz058o9j6s/00005.wav
136,1,-0.8764550089836121,id10270/5r0dWxy17C8/00013.wav id10270/8jEAjG6SegY/00007.wav
137,0,-1.2322880029678345,id10270/5r0dWxy17C8/00013.wav id10281/RDFdX3VxjUQ/00007.wav
138,1,-0.5687997937202454,id10270/5r0dWxy17C8/00013.wav id10270/5r0dWxy17C8/00012.wav
139,0,-1.3327137231826782,id10270/5r0dWxy17C8/00013.wav id10305/ZLzkvnq0JxI/00003.wav
140,1,-0.814013659954071,id10270/5r0dWxy17C8/00013.wav id10270/GWXujl-xAVM/00055.wav
141,0,-1.2200604677200317,id10270/5r0dWxy17C8/00013.wav id10278/fvX1Vtx3sNo/00004.wav
142,1,-0.5907665491104126,id10270/5r0dWxy17C8/00013.wav id10270/8jEAjG6SegY/00001.wav
143,0,-1.1669578552246094,id10270/5r0dWxy17C8/00013.wav id10306/ehwAeTUqH0s/00008.wav
144,1,-0.6413881182670593,id10270/5r0dWxy17C8/00014.wav id10270/5r0dWxy17C8/00004.wav
145,0,-1.038575291633606,id10270/5r0dWxy17C8/00014.wav id10307/IASj5B-pAyM/00002.wav
146,1,-0.7805730700492859,id10270/5r0dWxy17C8/00014.wav id10270/GWXujl-xAVM/00009.wav
147,0,-1.099573016166687,id10270/5r0dWxy17C8/00014.wav id10288/JzNVSA7eFwc/00003.wav
148,1,-0.6716703176498413,id10270/5r0dWxy17C8/00014.wav id10270/8jEAjG6SegY/00023.wav
149,0,-1.336039423942566,id10270/5r0dWxy17C8/00014.wav id10276/CAhGBfTmCHw/00003.wav
150,1,-0.6978411674499512,id10270/5r0dWxy17C8/00014.wav id10270/8jEAjG6SegY/00031.wav
151,0,-1.3957808017730713,id10270/5r0dWxy17C8/00014.wav id10271/gO805KoL2RM/00003.wav
152,1,-0.9480525255203247,id10270/5r0dWxy17C8/00015.wav id10270/GWXujl-xAVM/00006.wav
153,0,-1.3728914260864258,id10270/5r0dWxy17C8/00015.wav id10302/VRCidrXwd1s/00023.wav
154,1,-0.9344146847724915,id10270/5r0dWxy17C8/00015.wav id10270/8jEAjG6SegY/00008.wav
155,0,-1.3769971132278442,id10270/5r0dWxy17C8/00015.wav id10302/ekqJava7sdE/00004.wav
156,1,-0.8707706332206726,id10270/5r0dWxy17C8/00015.wav id10270/5r0dWxy17C8/00013.wav
157,0,-1.3430715799331665,id10270/5r0dWxy17C8/00015.wav id10294/VweNonqOdrE/00009.wav
158,1,-0.932223379611969,id10270/5r0dWxy17C8/00015.wav id10270/GWXujl-xAVM/00031.wav
159,0,-1.3477424383163452,id10270/5r0dWxy17C8/00015.wav id10292/2qlrpSAc9Xs/00011.wav
160,1,-0.5912708640098572,id10270/5r0dWxy17C8/00016.wav id10270/5r0dWxy17C8/00004.wav
161,0,-1.4006247520446777,id10270/5r0dWxy17C8/00016.wav id10271/PfcJLmkhGbk/00001.wav
162,1,-0.8015695214271545,id10270/5r0dWxy17C8/00016.wav id10270/GWXujl-xAVM/00037.wav
163,0,-1.2049487829208374,id10270/5r0dWxy17C8/00016.wav id10281/RDFdX3VxjUQ/00004.wav
164,1,-0.6567977666854858,id10270/5r0dWxy17C8/00016.wav id10270/8jEAjG6SegY/00037.wav
165,0,-1.3318116664886475,id10270/5r0dWxy17C8/00016.wav id10294/PfQFgX_pBfU/00001.wav
166,1,-0.7687870860099792,id10270/5r0dWxy17C8/00016.wav id10270/8jEAjG6SegY/00035.wav
167,0,-1.2439167499542236,id10270/5r0dWxy17C8/00016.wav id10292/57KbI2UvGss/00018.wav
168,1,-0.6776579022407532,id10270/5r0dWxy17C8/00017.wav id10270/5r0dWxy17C8/00010.wav
169,0,-1.3223201036453247,id10270/5r0dWxy17C8/00017.wav id10284/7yx9A0yzLYk/00043.wav
170,1,-0.8717642426490784,id10270/5r0dWxy17C8/00017.wav id10270/GWXujl-xAVM/00042.wav
171,0,-1.2160072326660156,id10270/5r0dWxy17C8/00017.wav id10292/KgY2xhg4Tqk/00002.wav
172,1,-0.8481433391571045,id10270/5r0dWxy17C8/00017.wav id10270/8jEAjG6SegY/00016.wav
173,0,-1.0641430616378784,id10270/5r0dWxy17C8/00017.wav id10289/8l5ZnDf-FUA/00013.wav
174,1,-0.9419387578964233,id10270/5r0dWxy17C8/00017.wav id10270/GWXujl-xAVM/00054.wav
175,0,-1.4568654298782349,id10270/5r0dWxy17C8/00017.wav id10283/r9-0pljhZqs/00012.wav
176,1,-0.9034807682037354,id10270/5r0dWxy17C8/00018.wav id10270/8jEAjG6SegY/00029.wav
177,0,-1.1132409572601318,id10270/5r0dWxy17C8/00018.wav id10307/p_ifY8mUFBM/00001.wav
178,1,-0.810316264629364,id10270/5r0dWxy17C8/00018.wav id10270/8jEAjG6SegY/00005.wav
179,0,-1.3274798393249512,id10270/5r0dWxy17C8/00018.wav id10275/CVUXDNZzcmA/00010.wav
180,1,-0.7093758583068848,id10270/5r0dWxy17C8/00018.wav id10270/5r0dWxy17C8/00024.wav
181,0,-1.3911861181259155,id10270/5r0dWxy17C8/00018.wav id10294/WJPpL58RruA/00003.wav
182,1,-0.9083758592605591,id10270/5r0dWxy17C8/00018.wav id10270/OXdd7Gmluts/00003.wav
183,0,-1.3177965879440308,id10270/5r0dWxy17C8/00018.wav id10273/Ed918auNI0Y/00005.wav
184,1,-0.9400471448898315,id10270/5r0dWxy17C8/00019.wav id10270/8jEAjG6SegY/00009.wav
185,0,-1.270084261894226,id10270/5r0dWxy17C8/00019.wav id10290/VYk_DxNl_T8/00001.wav
186,1,-0.7687228322029114,id10270/5r0dWxy17C8/00019.wav id10270/5r0dWxy17C8/00014.wav
187,0,-1.2223851680755615,id10270/5r0dWxy17C8/00019.wav id10279/4Q1IvdayPR8/00010.wav
188,1,-0.8646701574325562,id10270/5r0dWxy17C8/00019.wav id10270/8jEAjG6SegY/00028.wav
189,0,-1.349563479423523,id10270/5r0dWxy17C8/00019.wav id10304/Zjzoo3L9Oto/00001.wav
190,1,-0.6989047527313232,id10270/5r0dWxy17C8/00019.wav id10270/GWXujl-xAVM/00025.wav
191,0,-1.3371304273605347,id10270/5r0dWxy17C8/00019.wav id10295/NLyQte6Mhj0/00001.wav
192,1,-0.8518475294113159,id10270/5r0dWxy17C8/00020.wav id10270/GWXujl-xAVM/00037.wav
193,0,-1.109194040298462,id10270/5r0dWxy17C8/00020.wav id10281/RDFdX3VxjUQ/00026.wav
194,1,-0.869291365146637,id10270/5r0dWxy17C8/00020.wav id10270/GWXujl-xAVM/00050.wav
195,0,-1.1209713220596313,id10270/5r0dWxy17C8/00020.wav id10282/neQO6_CUY4w/00003.wav
196,1,-0.9098448753356934,id10270/5r0dWxy17C8/00020.wav id10270/8jEAjG6SegY/00038.wav
197,0,-1.3605021238327026,id10270/5r0dWxy17C8/00020.wav id10305/Piw0wvQbpnQ/00004.wav
198,1,-0.8982642889022827,id10270/5r0dWxy17C8/00020.wav id10270/OhfKF8FSq3Y/00001.wav
199,0,-1.3449885845184326,id10270/5r0dWxy17C8/00020.wav id10309/qFrRfhWombs/00017.wav
200,1,-0.6154316067695618,id10270/5r0dWxy17C8/00021.wav id10270/GWXujl-xAVM/00036.wav
201,0,-1.327795386314392,id10270/5r0dWxy17C8/00021.wav id10283/oGZsanLiXsY/00002.wav
202,1,-0.9550119638442993,id10270/5r0dWxy17C8/00021.wav id10270/8jEAjG6SegY/00015.wav
203,0,-0.9624396562576294,id10270/5r0dWxy17C8/00021.wav id10291/uiBjIKX_0l8/00002.wav
204,1,-0.7980062961578369,id10270/5r0dWxy17C8/00021.wav id10270/GWXujl-xAVM/00042.wav
205,0,-1.3229728937149048,id10270/5r0dWxy17C8/00021.wav id10295/NZvythQO-SM/00002.wav
206,1,-0.6387032866477966,id10270/5r0dWxy17C8/00021.wav id10270/5r0dWxy17C8/00010.wav
207,0,-1.2698445320129395,id10270/5r0dWxy17C8/00021.wav id10283/vaK4t1-WD4M/00025.wav
208,1,-0.6904579997062683,id10270/5r0dWxy17C8/00022.wav id10270/x6uYqmx31kE/00005.wav
209,0,-1.4382704496383667,id10270/5r0dWxy17C8/00022.wav id10274/xbGp2KSUr0E/00004.wav
210,1,-0.9433843493461609,id10270/5r0dWxy17C8/00022.wav id10270/8jEAjG6SegY/00007.wav
211,0,-1.256537914276123,id10270/5r0dWxy17C8/00022.wav id10284/7yx9A0yzLYk/00024.wav
212,1,-0.6288023591041565,id10270/5r0dWxy17C8/00022.wav id10270/5r0dWxy17C8/00026.wav
213,0,-1.243240237236023,id10270/5r0dWxy17C8/00022.wav id10298/DWT9P35cXT4/00008.wav
214,1,-0.8972050547599792,id10270/5r0dWxy17C8/00022.wav id10270/8jEAjG6SegY/00018.wav
215,0,-1.2589213848114014,id10270/5r0dWxy17C8/00022.wav id10293/Mp1IXRquJ9s/00006.wav
216,1,-0.8224366903305054,id10270/5r0dWxy17C8/00023.wav id10270/GWXujl-xAVM/00041.wav
217,0,-1.0235874652862549,id10270/5r0dWxy17C8/00023.wav id10307/cR5FfR4TbEI/00005.wav
218,1,-0.8835086822509766,id10270/5r0dWxy17C8/00023.wav id10270/GWXujl-xAVM/00032.wav
219,0,-1.3351833820343018,id10270/5r0dWxy17C8/00023.wav id10283/oGZsanLiXsY/00001.wav
220,1,-0.5720005035400391,id10270/5r0dWxy17C8/00023.wav id10270/8jEAjG6SegY/00004.wav
221,0,-1.3761687278747559,id10270/5r0dWxy17C8/00023.wav id10283/gAKHqHbNt2g/00004.wav
222,1,-0.6176019906997681,id10270/5r0dWxy17C8/00023.wav id10270/GWXujl-xAVM/00040.wav
223,0,-1.2450652122497559,id10270/5r0dWxy17C8/00023.wav id10279/f0I1IC6DJfo/00002.wav
224,1,-0.710390567779541,id10270/5r0dWxy17C8/00024.wav id10270/5r0dWxy17C8/00002.wav
225,0,-1.2660828828811646,id10270/5r0dWxy17C8/00024.wav id10304/JQtDfEz08aU/00022.wav
226,1,-0.8217090368270874,id10270/5r0dWxy17C8/00024.wav id10270/8jEAjG6SegY/00038.wav
227,0,-1.261785626411438,id10270/5r0dWxy17C8/00024.wav id10292/3kzw8lTcUBU/00012.wav
228,1,-0.6346337795257568,id10270/5r0dWxy17C8/00024.wav id10270/5r0dWxy17C8/00013.wav
229,0,-1.1810500621795654,id10270/5r0dWxy17C8/00024.wav id10286/ZAK9gLYNqPs/00004.wav
230,1,-0.6262353658676147,id10270/5r0dWxy17C8/00024.wav id10270/OhfKF8FSq3Y/00005.wav
231,0,-1.338289737701416,id10270/5r0dWxy17C8/00024.wav id10295/NZvythQO-SM/00002.wav
232,1,-0.8019459247589111,id10270/5r0dWxy17C8/00025.wav id10270/GWXujl-xAVM/00011.wav
233,0,-1.281640648841858,id10270/5r0dWxy17C8/00025.wav id10276/AjY0B7kh_-k/00004.wav
234,1,-0.697812020778656,id10270/5r0dWxy17C8/00025.wav id10270/5r0dWxy17C8/00016.wav
235,0,-1.1787737607955933,id10270/5r0dWxy17C8/00025.wav id10276/wVIZhnJ79sI/00004.wav
236,1,-0.8758474588394165,id10270/5r0dWxy17C8/00025.wav id10270/8jEAjG6SegY/00029.wav
237,0,-1.1903163194656372,id10270/5r0dWxy17C8/00025.wav id10290/dDnqp9503Mg/00006.wav
238,1,-0.8003804683685303,id10270/5r0dWxy17C8/00025.wav id10270/GWXujl-xAVM/00034.wav
239,0,-1.2656197547912598,id10270/5r0dWxy17C8/00025.wav id10302/VRCidrXwd1s/00026.wav
240,1,-0.7238306403160095,id10270/5r0dWxy17C8/00026.wav id10270/x6uYqmx31kE/00004.wav
241,0,-1.3147565126419067,id10270/5r0dWxy17C8/00026.wav id10283/vaK4t1-WD4M/00031.wav
242,1,-0.753394603729248,id10270/5r0dWxy17C8/00026.wav id10270/OhfKF8FSq3Y/00005.wav
243,0,-1.1487634181976318,id10270/5r0dWxy17C8/00026.wav id10299/IwB3vu418E4/00005.wav
244,1,-0.6792296767234802,id10270/5r0dWxy17C8/00026.wav id10270/GWXujl-xAVM/00025.wav
245,0,-1.3639390468597412,id10270/5r0dWxy17C8/00026.wav id10294/1l9B0dz7gjc/00011.wav
246,1,-0.6115723848342896,id10270/5r0dWxy17C8/00026.wav id10270/5r0dWxy17C8/00016.wav
247,0,-1.2419157028198242,id10270/5r0dWxy17C8/00026.wav id10277/znxUWA2QAGs/00005.wav
248,1,-0.6865144371986389,id10270/5r0dWxy17C8/00027.wav id10270/GWXujl-xAVM/00010.wav
249,0,-1.258052110671997,id10270/5r0dWxy17C8/00027.wav id10289/fGlKVvjgUdY/00006.wav
250,1,-0.8054029941558838,id10270/5r0dWxy17C8/00027.wav id10270/GWXujl-xAVM/00004.wav
251,0,-1.2599425315856934,id10270/5r0dWxy17C8/00027.wav id10299/IwB3vu418E4/00008.wav
252,1,-0.6645755171775818,id10270/5r0dWxy17C8/00027.wav id10270/8jEAjG6SegY/00033.wav
